DRUGBANKID	SMILES	NAME
DB00699	[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C1=CC(Br)=CN=C1)CN2C)OC	Nicergoline
DB00700	[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC	Eplerenone
DB00701	CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1	Amprenavir
DB00703	CN1N=C(SC1=NC(C)=O)S(N)(=O)=O	Methazolamide
DB00704	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O	Naltrexone
DB00705	CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2	Delavirdine
DB00706	CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O	Tamsulosin
DB00707	CC(O)C1=C(C)/C2=C/C3=N/C(=C\C4=C(CCC(O)=O)C(C)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(C)=C4C(C)OC(C)C1=C2NC(\C=C4/N=C(/C=C5\N\C(=C/C6=N/C(=C\2)/C(C)=C6C(C)O)C(C)=C5CCC(O)=O)C(CCC(O)=O)=C4C)=C1C)/C(CCC(O)=O)=C3C	Porfimer
DB00708	CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1	Sufentanil
DB00709	NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1	Lamivudine
DB00710	CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O	Ibandronate
DB00711	CCN(CC)C(=O)N1CCN(C)CC1	Diethylcarbamazine
DB00712	CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1	Flurbiprofen
DB00713	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O	Oxacillin
DB00714	[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23	Apomorphine
DB00715	FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1	Paroxetine
DB00716	CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O	Nedocromil
DB00717	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]	Norethisterone
DB00718	CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N)N=CN=C12)OCOC(=O)C(C)(C)C	Adefovir Dipivoxil
DB00719	CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2	Azatadine
DB00720	OP(O)(=O)C(Cl)(Cl)P(O)(O)=O	Clodronate
DB00721	CCN(CC)CCOC(=O)C1=CC=C(N)C=C1	Procaine
DB00722	NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O	Lisinopril
DB00723	COC1=CC(C(O)C(C)N)=C(OC)C=C1	Methoxamine
DB00724	CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N	Imiquimod
DB00725	[Br-].C[N+]1(C)C2CCC1CC(C2)OC(=O)C(O)C1=CC=CC=C1	Homatropine Methylbromide
DB00726	CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12	Trimipramine
DB00727	[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O	Nitroglycerin
DB00728	[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1	Rocuronium
DB00729	COS([O-])(=O)=O.C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1	Diphemanil Methylsulfate
DB00730	N1C2=CC=CC=C2N=C1C1=CSC=N1	Thiabendazole
DB00731	CC(C)C1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O	Nateglinide
DB00732	[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2	Atracurium besylate
DB00733	C[N+]1=C(\C=N\O)C=CC=C1	Pralidoxime
DB00734	CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1	Risperidone
DB00735	CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12	Naftifine
DB00736	COC1=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1	Esomeprazole
DB00737	CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1	Meclizine
DB00738	NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1	Pentamidine
DB00739	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2N1C(=O)[C@H](NC1(C)C)C1=CC=CC=C1)C(O)=O	Hetacillin
DB00740	NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2	Riluzole
DB00741	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	Hydrocortisone
DB00742	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	Mannitol
DB00743	[Gd+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)C(COCC1=CC=CC=C1)C(O)=O	Gadobenic acid
DB00744	CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1	Zileuton
DB00745	NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1	Modafinil
DB00746	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN	Deferoxamine
DB00747	CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1	Scopolamine
DB00748	CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1	Carbinoxamine
DB00749	CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1	Etodolac
DB00750	CCCNC(C)C(=O)NC1=CC=CC=C1C	Prilocaine
DB00751	NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21	Epinastine
DB00752	N[C@@H]1CC1C1=CC=CC=C1	Tranylcypromine
DB00753	FC(F)OC(Cl)C(F)(F)F	Isoflurane
DB00754	CCN1C(=O)NC(C1=O)C1=CC=CC=C1	Ethotoin
DB00755	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O	Tretinoin
DB00756	OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl	Hexachlorophene
DB00757	[H][C@@]1(C[C@@]2([H])C[C@]3([H])C[C@@]([H])(C1)N2CC3=O)OC(=O)C1=CNC2=C1C=CC=C2	Dolasetron
DB00758	[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl	Clopidogrel
DB00759	[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O	Tetracycline
DB00760	[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H]	Meropenem
DB00761	[Cl-].[K+]	Potassium Chloride
DB00762	CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=C1C=C(OC(=O)N1CCC(CC1)N1CCCCC1)C=C2	Irinotecan
DB00763	CN1C=CNC1=S	Methimazole
DB00764	[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	Mometasone
DB00765	C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O	Metyrosine
DB00766	[H][C@@]12CC(=O)N1[C@@H](C(O)=O)\C(O2)=C\CO	Clavulanate
DB00768	CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2	Olopatadine
DB00769	[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	Hydrocortamate
DB00770	CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O	Alprostadil
DB00771	C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	Clidinium
DB00772	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC	Malathion
DB00773	[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O	Etoposide
DB00774	NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F	Hydroflumethiazide
DB00775	CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O	Tirofiban
DB00776	NC(=O)N1C2=CC=CC=C2CC(=O)C2=CC=CC=C12	Oxcarbazepine
DB00777	CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1	Propiomazine
DB00778	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O	Roxithromycin
DB00779	CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2	Nalidixic Acid
DB00780	NNCCC1=CC=CC=C1	Phenelzine
DB00781	CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCN)NC1=O)C(C)O	Polymyxin B Sulfate
DB00782	CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C	Propantheline
DB00783	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3	Estradiol
DB00784	CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1	Mefenamic acid
DB00786	CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C	Marimastat
DB00787	NC1=NC(=O)C2=C(N1)N(COCCO)C=N2	Aciclovir
DB00788	COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O	Naproxen
DB00789	[Gd+3].CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.OC(=O)CN(CCN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O)CC([O-])=O	Gadopentetate dimeglumine
DB00790	[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O	Perindopril
DB00791	ClCCN(CCCl)C1=CNC(=O)NC1=O	Uracil mustard
DB00792	CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1	Tripelennamine
DB00793	ClC1=CC(Cl)=C(Cl)C=C1OCC#CI	Haloprogin
DB00794	CCC1(C(=O)NCNC1=O)C1=CC=CC=C1	Primidone
DB00795	OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1	Sulfasalazine
DB00796	CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1	Candesartan
DB00797	C(C1=NCCN1)C1=CC=CC=C1	Tolazoline
DB00798	CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1	Gentamicin
DB00799	CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1	Tazarotene
DB00800	OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12	Fenoldopam
DB00801	FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1	Halazepam
DB00802	CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O	Alfentanil
DB00803	[H]C(C)(CC)CCCC(O)=N[C@@]([H])(CCN)C(O)=N[C@]([H])(C(O)=N[C@@]([H])(CCN)C(O)=N[C@@]1([H])CCN=C(O)C([H])(N=C(O)[C@@]([H])(CCN)N=C(O)[C@]([H])(CCN)N=C(O)[C@@]([H])(CC(C)C)N=C(O)C([H])(CC(C)C)N=C(O)[C@]([H])(CCN)N=C1O)[C@@]([H])(C)O)[C@@]([H])(C)O	Colistin
DB00804	CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1	Dicyclomine
DB00805	CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1	Minaprine
DB00806	CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C	Pentoxifylline
DB00807	CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC	Proparacaine
DB00808	CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O	Indapamide
DB00809	CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1	Tropicamide
DB00810	OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1	Biperiden
DB00811	NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	Ribavirin
DB00812	CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1	Phenylbutazone
DB00813	CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1	Fentanyl
DB00814	CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O	Meloxicam
DB00815	[Na+].CCCCCCCCCCCCOS([O-])(=O)=O	Sodium lauryl sulfate
DB00816	CC(C)NCC(O)C1=CC(O)=CC(O)=C1	Orciprenaline
DB00817	CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1	Rosoxacin
DB00818	CC(C)C1=CC=CC(C(C)C)=C1O	Propofol
DB00819	CC(=O)NC1=NN=C(S1)S(N)(=O)=O	Acetazolamide
DB00820	[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1	Tadalafil
DB00821	CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1	Carprofen
DB00822	CCN(CC)C(=S)SSC(=S)N(CC)CC	Disulfiram
DB00823	[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H]	Ethynodiol diacetate
DB00824	CCCN1C2=C(NC=N2)C(=O)NC1=O	Enprofylline
DB00825	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O	Menthol
DB00826	[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@]1([H])O2)O3	Natamycin
DB00827	CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12	Cinoxacin
DB00828	C[C@@H]1O[C@@H]1P(O)(O)=O	Fosfomycin
DB00829	CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1	Diazepam
DB00830	CC1NCCOC1C1=CC=CC=C1	Phenmetrazine
DB00831	CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1	Trifluoperazine
DB00832	CN1C(=O)CC(C1=O)C1=CC=CC=C1	Phensuximide
DB00833	[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O	Cefaclor
DB00834	[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]	Mifepristone
DB00835	CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1	Brompheniramine
DB00836	CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1	Loperamide
DB00837	OC(=N)CCC\N=C(\C1=CC=C(Cl)C=C1)C1=C(O)C=CC(F)=C1	Progabide
DB00838	[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	Clocortolone
DB00839	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1	Tolazamide
DB00841	CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1	Dobutamine
DB00842	OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2	Oxazepam
DB00843	COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1	Donepezil
DB00844	O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5	Nalbuphine
DB00845	CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1	Clofazimine
DB00846	[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)CC[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO	Flurandrenolide
DB00847	NCCS	Cysteamine
DB00849	CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1	Methylphenobarbital
DB00850	OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1	Perphenazine
DB00851	CN(C)N=NC1=C(N=CN1)C(N)=O	Dacarbazine
DB00852	CN[C@@H](C)[C@@H](O)C1=CC=CC=C1	Pseudoephedrine
DB00853	CN1N=NC2=C(N=CN2C1=O)C(N)=O	Temozolomide
DB00854	[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2	Levorphanol
DB00855	NCC(=O)CCC(O)=O	Aminolevulinic acid
DB00856	OCC(O)COC1=CC=C(Cl)C=C1	Chlorphenesin
DB00857	CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12	Terbinafine
DB00858	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)[C@H](C)C[C@]12C	Drostanolone
DB00859	[H][C@](N)(C(O)=O)C(C)(C)S	Penicillamine
DB00860	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	Prednisolone
DB00861	OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1	Diflunisal
DB00862	CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1	Vardenafil
DB00863	CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O	Ranitidine
DB00864	CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC	Tacrolimus
DB00865	C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1	Benzphetamine
DB00866	CC(C)NCC(O)COC1=CC=CC=C1CC=C	Alprenolol
DB00867	C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1	Ritodrine
DB00868	CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC	Benzonatate
DB00869	CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O	Dorzolamide
DB00870	CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1	Suprofen
DB00871	CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1	Terbutaline
DB00872	CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1	Conivaptan
DB00873	[H][C@@]12CC[C@](O)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	Loteprednol
DB00874	COC1=CC=CC=C1OCC(O)CO	Guaifenesin
DB00875	[H]C(CCN1CCN(CCO)CC1)=C1C2C=C(C=CC2SC2=C1C=CC=C2)C(F)(F)F	Flupentixol
DB00876	CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O	Eprosartan
DB00877	[H][C@@]1(C[C@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC	Sirolimus
DB00878	ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1	Chlorhexidine
DB00879	NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1	Emtricitabine
DB00880	NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1	Chlorothiazide
DB00881	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O	Quinapril
DB00882	CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1	Clomifene
DB00883	[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O	Isosorbide Dinitrate
DB00884	OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O	Risedronate
DB00885	CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1	Pemirolast
DB00887	CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O	Bumetanide
DB00888	CN(CCCl)CCCl	Mechlorethamine
DB00889	CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2	Granisetron
DB00890	CC=C(C(=CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1	Dienestrol
DB00891	NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1	Sulfapyridine
DB00892	CCCCOC1=C(N)C=CC(=C1)C(=O)OCCN(CC)CC	Oxybuprocaine
DB00894	[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H]	Testolactone
DB00896	[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	Rimexolone
DB00897	CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12	Triazolam
DB00898	CCO	Ethanol
DB00899	CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC	Remifentanil
DB00900	OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O	Didanosine
DB00902	CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1	Methdilazine
DB00903	CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1	Etacrynic acid
DB00904	CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2	Ondansetron
DB00905	CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1	Bimatoprost
DB00906	CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1	Tiagabine
DB00907	[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C	Cocaine
DB00908	[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1	Quinidine
DB00909	NS(=O)(=O)CC1=NOC2=CC=CC=C12	Zonisamide
DB00910	[H]C1CC[C@]2(C)[C@]([H])(CC[C@@]2([H])\C1=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(O)(C)C	Paricalcitol
DB00911	CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O	Tinidazole
DB00912	CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O	Repaglinide
DB00913	CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1	Anileridine
DB00914	NC(=N)NC(=N)NCCC1=CC=CC=C1	Phenformin
DB00915	NC12CC3CC(CC(C3)C1)C2	Amantadine
DB00916	CC1=NC=C(N1CCO)[N+]([O-])=O	Metronidazole
DB00917	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O	Dinoprostone
DB00918	CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2	Almotriptan
DB00919	[H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2	Spectinomycin
DB00920	CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12	Ketotifen
