NAME	SMILES
Phylloquinone	CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C
Pimecrolimus	CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC
Pipazethate	O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21
Pipecuronium	CC(=O)OC1C(N2CC[N+](C)(C)CC2)CC2C3CCC4CC(OC(C)=O)C(N5CC[N+](C)(C)CC5)CC4(C)C3CCC21C
Piperacillin	CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O
Piperonyl butoxide	CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2
Plicamycin	COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1
Podophyllin	COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C32)OCO4)cc(OC)c1OC.COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C32)OCO4)cc(OC)c1OC.COc1cc(C2c3cc4c(cc3C(O)C(CO)C2C(=O)O)OCO4)cc(OC)c1OC.COc1cc(C2c3cc4c(cc3C(O)C(CO)C2C(=O)O)OCO4)cc(OC)c1OC
Polaprezinc	[Zn+2].NCCC(=O)[N-]C(Cc1cnc[nH]1)C(=O)[O-]
Polidocanol	CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
Polymyxin B Sulfate	CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O
Polythiazide	CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
Ponatinib	Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
Porfimer	Cc1c2cc3[nH]c(cc4nc(cc5[nH]c(cc(n2)c1CCC(=O)O)c(CCC(=O)O)c5C)c(C(C)OC(C)c1c(C)c2cc5nc(cc6[nH]c(cc7nc(cc1[nH]2)c(C)c7C(C)O)c(C)c6CCC(=O)O)c(CCC(=O)O)c5C)c4C)c(C(C)O)c3C
Posaconazole	CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O
Potassium alum	[Al+3].[K+].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-]
Potassium Chloride	[Cl-].[K+]
Potassium Citrate	[K+].[K+].[K+].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]
Potassium Iodide	[K+].[I-]
Pralatrexate	C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
Pranlukast	O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1
Prasugrel	CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2
Prazepam	O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
Prednicarbate	CCOC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
Probucol	CC(C)(C)c1cc(SC(C)(C)Sc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
Procaine benzylpenicillin	CCN(CC)CCOC(=O)c1ccc(N)cc1.CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O
Prochlorperazine	CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
Progabide	N=C(O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O
Progesterone	CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
Promethazine	CC(CN1c2ccccc2Sc2ccccc21)N(C)C
Propiomazine	CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2
Propofol	CC(C)c1cccc(C(C)C)c1O
Protirelin	NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1
Protriptyline	CNCCCC1c2ccccc2C=Cc2ccccc21
Prussian blue	[Fe+3].[Fe+3].[Fe+3].[Fe+3].N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N
Pyrvinium	Cc1cc(C=Cc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1
Quinagolide	CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21
Quinestrol	C#CC1(O)CCC2C3CCc4cc(OC5CCCC5)ccc4C3CCC21C
Quinidine barbiturate	C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc21.CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
Quinupristin	CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)NC(=O)C2CC(=O)C(CSC3CN4CCC3CC4)CN2C(=O)C(Cc2ccc(N(C)C)cc2)N(C)C(=O)C2CCCN2C1=O
Raltitrexed	Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)ccc2[nH]1
Regadenoson	CNC(=O)c1cnn(-c2nc3c(ncn3C3OC(CO)C(O)C3O)c(N)n2)c1
Regorafenib	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
Remikiren	CC(C)(C)S(=O)(=O)CC(Cc1ccccc1)C(O)=NC(Cc1cnc[nH]1)C(O)=NC(CC1CCCCC1)C(O)C(O)C1CC1
Rescinnamine	COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)C1OC
Reserpine	COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC
Riboflavin	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C
Ribostamycin	NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O
Rifabutin	COC1C=COC2(C)Oc3c(c4c(c(O)c3C)C(=O)C(=C3NC5(CCN(CC(C)C)CC5)N=C34)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C2=O
Rifampicin	COC1C=COC2(C)Oc3c(c4c(O)c(C=NN5CCN(C)CC5)c(c(O)c4c(O)c3C)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C2=O
Rifapentine	COC1C=COC2(C)Oc3c(c4c(O)c(C=NN5CCN(C6CCCC6)CC5)c(c(O)c4c(O)c3C)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C2=O
Rifaximin	COC1C=COC2(C)Oc3c(c4c5nc6cc(C)ccn6c5c(c(O)c4c(O)c3C)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C2=O
Rilpivirine	Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1
Rimexolone	CCC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
Rimonabant	Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
Risperidone	Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc43)CC1)CCCC2
Ritonavir	CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
Rocuronium	C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1
Roflumilast	O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
Rolapitant	CC(OCC1(c2ccccc2)CCC2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
Rolitetracycline	CN(C)C1C(O)=C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12
Romidepsin	CC=C1N=C(O)C2CSSCCC=CC(CC(O)=NC(C(C)C)C(O)=N2)OC(=O)C(C(C)C)N=C1O
Rotigotine	CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1
Roxithromycin	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O
Ruxolitinib	N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc32)cn1
S-Adenosylmethionine	C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c2ncnc3N)C(O)C1O
Salmeterol	OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
Saprisartan	CCc1nc(C2CC2)c(C(N)=O)n1Cc1ccc2oc(-c3ccccc3NS(=O)(=O)C(F)(F)F)c(Br)c2c1
Sapropterin	CC(O)C(O)C1CNc2[nH]c(N)nc(=O)c2N1
Saquinavir	CC(C)(C)N=C(O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)N=C(O)C(CC(=N)O)NC(=O)c1ccc2ccccc2n1
Scopolamine butylbromide	[Br-].CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
Selexipag	CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1
Sertaconazole	Clc1ccc(C(Cn2ccnc2)OCc2csc3c2cccc3Cl)c(Cl)c1
Sertraline	CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21
Setiptiline	CN1CCC2=C(C1)c1ccccc1Cc1ccccc12
Sevelamer	C=CCN.ClCC1CO1
Sibutramine	CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
Sildenafil	CCCc1nn(C)c2c1[nH]c(-c1cc(S(=O)(=O)N3CCN(C)CC3)ccc1OCC)nc2=O
Silodosin	CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F
Silver sulfadiazine	[Ag+].Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1
Simeprevir	COc1ccc2c(OC3CC4C(=O)N(C)CCCCC=CC5CC5(C(O)=NS(=O)(=O)C5CC5)N=C(O)C4C3)cc(-c3nc(C(C)C)cs3)nc2c1C
Simvastatin	CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
Sincalide	CSCCC(NC(=O)C(Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)C(N)CC(=O)O)C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O
Sirolimus	COC1CC(CC(C)C2CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C(C)C(OC)CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)CCC1O
Sitaxentan	Cc1noc(NS(=O)(=O)c2ccsc2C(=O)Cc2cc3c(cc2C)OCO3)c1Cl
Sodium acetate	[Na+].CC(=O)[O-]
Sodium aurothiomalate	[Na+].O=C(O)CC(S[Au])C(=O)[O-]
Sodium bicarbonate	[Na+].O=C([O-])O
Sodium Chloride	[Na+].[Cl-]
Sodium Citrate	[Na+].[Na+].[Na+].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]
Sodium fluoride	[F-].[Na+]
Sodium Iodide I-131	[Na]I
Sodium lauryl sulfate	[Na+].CCCCCCCCCCCCOS(=O)(=O)[O-]
Sodium Nitrite	[Na+].O=N[O-]
Sodium phenylbutyrate	[Na+].O=C([O-])CCCc1ccccc1
Sodium stibogluconate	O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].O=C([O-])C1O[Sb]2([O-])(O[Sb]34(O)OC(C(=O)[O-])C(O3)C(C(O)CO)O4)OC(C(O)CO)C1O2
Sodium sulfate	[Na+].[Na+].O=S(=O)([O-])[O-]
Sodium Tetradecyl Sulfate	[Na+].CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-]
Somatostatin	CC(N)C(=O)NCC(=O)NC1CSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)O)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC1=O
Sorafenib	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
Spinosad	CCC1CCCC(OC2CCC(N(C)C)C(C)O2)C(C)C(=O)C2=CC3C(C=CC4CC(OC5CC(C)C(OC)C(OC)C5OC)CC43)C2CC(=O)O1
Spironolactone	CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
Stanozolol	CC1(O)CCC2C3CCC4Cc5n[nH]cc5CC4(C)C3CCC21C
Streptomycin	CNC1C(O)C(O)C(CO)OC1OC1C(OC2C(O)C(O)C(NC(=N)N)C(O)C2NC(=N)N)OC(C)C1(O)C=O
Strontium ranelate	[Sr+2].[Sr+2].N#Cc1c(CC(=O)[O-])c(C(=O)[O-])sc1N(CC(=O)[O-])CC(=O)[O-]
Sucralfate	O=S(=O)(OCC1OC(OC2(COS(=O)(=O)O[Al](O)O)OC(OS(=O)(=O)O[Al](O)O)C(OS(=O)(=O)O[Al](O)O)C2OS(=O)(=O)O[Al](O)O)C(OS(=O)(=O)O[Al](O)O)C(OS(=O)(=O)O[Al](O)O)C1OS(=O)(=O)O[Al](O)O)O[Al](O)O
Sucroferric Oxyhydroxide	[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[OH-].O.O.O.[Na+].[Na+].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Sugammadex	O=C(O)CCSCC1OC2OC3C(CSCCC(=O)O)OC(OC4C(CSCCC(=O)O)OC(OC5C(CSCCC(=O)O)OC(OC6C(CSCCC(=O)O)OC(OC7C(CSCCC(=O)O)OC(OC8C(CSCCC(=O)O)OC(OC9C(CSCCC(=O)O)OC(OC1C(O)C2O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
Sulconazole	Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
Sulfasalazine	O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
Sulfinpyrazone	O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
Sulindac	CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1
Suramin	Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1
Tacrolimus	C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC
Tafluprost	CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(F)(F)COc1ccccc1
Talniflumate	O=C(OC1OC(=O)c2ccccc21)c1cccnc1Nc1cccc(C(F)(F)F)c1
Tamibarotene	CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
Tamoxifen	CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
Tamsulosin	CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1
Tasosartan	Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2
Tazarotene	CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
Technetium Tc 99m Mebrofenin	[Tc].Cc1cc(C)c(N=C(O)CN(CC(=O)O)CC(=O)O)c(C)c1Br
Technetium Tc 99m Oxidronate	[Tc].O=P(O)(O)C(O)P(=O)(O)O
Technetium Tc-99m Medronate	O.O.[Tc+4].O=P([O-])([O-])CP(=O)([O-])[O-]
Technetium Tc-99m sestamibi	[Tc+].[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC
Technetium Tc-99m sodium pertechnetate	[Na+].O=[Tc](=O)(=O)[O-]
Technetium Tc-99m tetrofosmin	O.O.[Tc].CCOCCP(CCOCC)CCP(CCOCC)CCOCC.CCOCCP(CCOCC)CCP(CCOCC)CCOCC
Tedizolid Phosphate	Cn1nnc(-c2ccc(-c3ccc(N4CC(COP(=O)(O)O)OC4=O)cc3F)cn2)n1
Tegafur-uracil	O=c1cc[nH]c(=O)[nH]1.O=c1[nH]c(=O)n(C2CCCO2)cc1F
Telaprevir	CCCC(NC(=O)C1C2CCCC2CN1C(=O)C(NC(=O)C(NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
Telavancin	Cl.CCCCCCCCCCNCCNC1(C)CC(OC2C(O)C(O)C(CO)OC2Oc2c3cc4cc2Oc2ccc(cc2Cl)C(O)C2NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(CC(C)C)NC)C(O)c4ccc(c(Cl)c4)O3)c3ccc(O)c(c3)-c3c(O)c(CNCP(=O)(O)O)c(O)cc3C(C(=O)O)NC2=O)OC(C)C1O
Telithromycin	CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC21C
Telmisartan	CCCc1nc2c(cc(-c3nc4ccccc4n3C)cc2C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1
Temsirolimus	COC1CC(CC(C)C2CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C(C)C(OC)CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)CCC1OC(=O)C(C)(CO)CO
Teniposide	COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C32)OCO4)cc(OC)c1O
Tenofovir alafenamide	CC(C)OC(=O)C(C)NP(=O)(COC(C)Cn1cnc2c1ncnc2N)Oc1ccccc1
Terbinafine	CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc21
Terlipressin	NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(NC(=O)CNC(=O)CNC(=O)CN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
Tesamorelin	CCC=CCC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CCSC)C(=O)NC(CO)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(C)C)C(N)=O)C(C)CC)C(C)C)C(C)O)C(C)CC
Testosterone	CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2O
Testosterone Propionate	CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
Tetracycline	CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12
Tetrahydrofolic acid	Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2
Thallous Chloride	[Cl-].[Tl+]
Thimerosal	CC[Hg]Sc1ccccc1C(=O)O[Na]
Thiocolchicoside	COc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2
Thioridazine	CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
Thiothixene	CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCN1CCN(C)CC1)c1ccccc1S2
Tiagabine	Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C
Ticlopidine	Clc1ccccc1CN1CCc2sccc2C1
Tigecycline	CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O
Tioconazole	Clc1sccc1COC(Cn1ccnc1)c1ccc(Cl)cc1Cl
Tipranavir	CCCC1(CCc2ccccc2)CC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
Tizanidine	Clc1ccc2nsnc2c1NC1=NCCN1
Tobramycin	NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O
Tolnaftate	Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
Tolterodine	Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1
Tolvaptan	Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1
Toremifene	CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1
Trabectedin	COc1cc2c(cc1O)CCNC21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4
Trametinib	CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1
Travoprost	CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1
Trazodone	O=c1n2ccccc2nn1CCCN1CCN(c2cccc(Cl)c2)CC1
Tretinoin	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O
Triamcinolone	CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC43C)C1CC(O)C2(O)C(=O)CO
Triazolam	Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
Trichlormethiazide	NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
Triclosan	Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
Trihexyphenidyl	OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
Trimethaphan	O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1
Trioxsalen	Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1
Triprolidine	Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1
Triptorelin	CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NCC(N)=O
Trisalicylate-choline	[Mg+2].C[N+](C)(C)CCO.O=C([O-])c1ccccc1O.O=C([O-])c1ccccc1O.O=C([O-])c1ccccc1O
Trisodium citrate dihydrate	O.O.[Na+].[Na+].[Na+].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]
Troleandomycin	COC1CC(OC2C(C)C(=O)OC(C)C(C)C(OC(C)=O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3OC(C)=O)C2C)OC(C)C1OC(C)=O
Trypan blue	[Na+].[Na+].[Na+].[Na+].Cc1cc(-c2ccc(N=Nc3c(O)c4c(N)cc(S(=O)(=O)[O-])cc4cc3S(=O)(=O)[O-])c(C)c2)ccc1N=Nc1c(O)c2c(N)cc(S(=O)(=O)[O-])cc2cc1S(=O)(=O)[O-]
Tubocurarine	COc1cc2c3c(c1O)Oc1ccc(cc1)CC1c4cc(c(OC)cc4CCN1C)Oc1cc(ccc1O)CC3[N+](C)(C)CC2
Tyropanoic acid	CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I
Udenafil	CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc(=O)c2c([nH]1)c(CCC)nn2C
Ulipristal	CC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C
Umeclidinium	OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2
Unoprostone	CCCCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)O
Valrubicin	CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O
Valsartan	CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C
